ExpUnit,Trt,Variety,BRAND,MG,HERB_Trait,SEED_TREATMENT,Herbicide,Rep,Entry,Run ,Subsample,Rating,Illevo_Inj
1012,134,C1414RX,LG Seeds,1.4,RR2X,"AgriSheild F/I, ILeVO",metr,2,1012,2,3,6,
1013,135,C1428R2,LG Seeds,1.4,RR2Y,"AgriSheild F/I, ILeVO",metr,2,1013,2,3,6,
1018,140,C2255R2,LG Seeds,2.2,RR2Y,"AgriSheild F/I, ILeVO",metr,2,1018,2,3,6,
1028,150,9159RR2X,Munson,1.5,RR2X,Intego Suite,metr,2,1028,2,3,6,
1114,14,AG08X8,Asgrow,0.8,RR2X,Acceleron F/I,metr,3,1114,2,3,6,
1116,16,AG14X8,Asgrow,1.4,RR2X,Acceleron F/I,metr,3,1116,2,3,6,
1122,22,AG27X9,Asgrow,2.7,RR2X,Acceleron F/I,metr,3,1122,2,3,6,
1139,40,DSR-1120/R2Y,Dairyland,1.1,RR2Y,"CruiserMaxx, Optimize",metr,3,1139,2,3,6,
1140,41,DSR-1313/R2Y,Dairyland,1.3,RR2Y,"CruiserMaxx, Optimize",metr,3,1140,2,3,6,
1141,42,DSR-1475/R2Y,Dairyland,1.4,RR2Y,"CruiserMaxx, Optimize",metr,3,1141,2,3,6,
1143,44,DSR-1721/R2Y,Dairyland,1.7,RR2Y,"CruiserMaxx, Optimize",metr,3,1143,2,3,6,
1154,55,S18XT38,Dyna-Gro,1.8,RR2X,"Equity VIP, Clariva",metr,3,1154,2,3,6,
1184,85,1122R2X,Jung,1.2,RR2X,Acceleron F/I,metr,3,1184,2,3,6,
1195,96,LS-1039N RR2,Legacy Seeds,1,RR2Y,"L-Coat Total, Excalibre",metr,3,1195,2,3,6,
1207,108,LS 12X862N,Legend Seeds,1.2,RR2X,"YP Pro, Preside, Quickroots",metr,3,1207,2,3,6,
1209,110,LS 14X862N,Legend Seeds,1.4,RR2X,"YP Pro, Preside, Quickroots",metr,3,1209,2,3,6,
1229,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",metr,3,1229,2,3,6,
1230,131,LGS0774RX,LG Seeds,0.7,RR2X,"AgriSheild F/I, ILeVO",metr,3,1230,2,3,6,
1237,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",metr,3,1237,2,3,6,
1280,181,ER17141,ProHarvest ,1.4,RR2Y,None,metr,3,1280,2,3,6,
1351,31,CB24X64,Cornelius,2.4,RR2X,Profit Guard Plus,sulf,1,1351,2,3,6,
1355,35,CB28R58,Cornelius,2.8,RR2Y,Profit Guard Plus,sulf,1,1355,2,3,6,
1376,56,S21XT49,Dyna-Gro,2.1,RR2X,"Equity VIP, Clariva",sulf,1,1376,2,3,6,
1378,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,1,1378,2,3,6,
1386,66,HS 16X80,FS HiSOY,1.6,RR2X,"Acceleron, Cue, IleVO",sulf,1,1386,2,3,6,
1389,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",sulf,1,1389,2,3,6,
1392,72,HS 25X70,FS HiSOY,2.5,RR2X,"Acceleron, Cue, IleVO",sulf,1,1392,2,3,6,
1412,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,sulf,1,1412,2,3,6,
1427,107,LS 11R760N,Legend Seeds,1.1,RR2Y,"YP Pro, Preside, Quickroots",sulf,1,1427,2,3,6,
1448,128,LS 28C726N,Legend Seeds,2.8,CN,"YP Pro, Preside, Quickroots",sulf,1,1448,2,3,6,
1452,132,C0850R2,LG Seeds,0.8,RR2Y,"AgriSheild F/I, ILeVO",sulf,1,1452,2,3,6,
1453,133,C1000RX,LG Seeds,1,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1453,2,3,6,
1457,137,C1838RX,LG Seeds,1.8,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1457,2,3,6,
1458,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",sulf,1,1458,2,3,6,
1464,144,LGS2759RX,LG Seeds,2.7,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1464,2,3,6,
1472,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,sulf,1,1472,2,3,6,
1484,164,S25-B6X Brand ,NK ,2.5,RR2X,"Clariva Complete, Mertect",sulf,1,1484,2,3,6,
1491,171,7239X,NuTech,2.3,RR2X,SmartCote Supreme,sulf,1,1491,2,3,6,
1493,173,O'SOY1901GT,O'Brien,1.9,GT,EclipseUS Trio IM,sulf,1,1493,2,3,6,
1496,176,20B7,Power Plus ,2,GT,"ILeVO, PowerShield",sulf,1,1496,2,3,6,
1497,177,25G8,Power Plus ,2.5,GT,"ILeVO, PowerShield",sulf,1,1497,2,3,6,
1503,183,1863CR2Y,ProHarvest ,1.8,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1503,2,3,6,
1504,184,2152CR2Y,ProHarvest ,2.1,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1504,2,3,6,
1510,191,RS149NX,Renk,1.4,RR2X,CruiserMaxx,sulf,1,1510,2,3,6,
1533,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",sulf,1,1533,2,3,6,
1564,22,AG27X9,Asgrow,2.7,RR2X,Acceleron F/I,sulf,2,1564,2,3,6,
1566,25,BG7141R2Y,BioGene,1.4,RR2Y,Arma,sulf,2,1566,2,3,6,
1569,28,CB22R88,Cornelius,2.2,RR2Y,Profit Guard Plus,sulf,2,1569,2,3,6,
1572,31,CB24X64,Cornelius,2.4,RR2X,Profit Guard Plus,sulf,2,1572,2,3,6,
1582,41,DSR-1313/R2Y,Dairyland,1.3,RR2Y,"CruiserMaxx, Optimize",sulf,2,1582,2,3,6,
1633,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,sulf,2,1633,2,3,6,
1639,98,LS-1439N RR2X,Legacy Seeds,1.4,RR2X,"L-Coat Total, Excalibre",sulf,2,1639,2,3,6,
1652,111,LS 14R22N,Legend Seeds,1.4,RR2Y,"YP Pro, Preside, Quickroots",sulf,2,1652,2,3,6,
1665,124,LS 2580NHP,Legend Seeds,2.5,CN,None,sulf,2,1665,2,3,6,
1674,133,C1000RX,LG Seeds,1,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1674,2,3,6,
1695,154,9258RR2X,Munson,2.5,RR2X,Intego Suite,sulf,2,1695,2,3,6,
1705,164,S25-B6X Brand ,NK ,2.5,RR2X,"Clariva Complete, Mertect",sulf,2,1705,2,3,6,
1706,165,S27-M8X Brand,NK ,2.8,RR2X,"Clariva Complete, Mertect",sulf,2,1706,2,3,6,
1711,170,7224,NuTech,2.2,GT,SmartCote Supreme,sulf,2,1711,2,3,6,
1717,176,20B7,Power Plus ,2,GT,"ILeVO, PowerShield",sulf,2,1717,2,3,6,
1718,177,25G8,Power Plus ,2.5,GT,"ILeVO, PowerShield",sulf,2,1718,2,3,6,
1731,191,RS149NX,Renk,1.4,RR2X,CruiserMaxx,sulf,2,1731,2,3,6,
1755,216,1218N,Viking,1.2,CN,None,sulf,2,1755,2,3,6,
1778,15,AG11X8,Asgrow,1.1,RR2X,Acceleron F/I,sulf,3,1778,2,3,6,
1783,20,AG23X9,Asgrow,2.3,RR2X,Acceleron F/I,sulf,3,1783,2,3,6,
1794,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,sulf,3,1794,2,3,6,
1797,35,CB28R58,Cornelius,2.8,RR2Y,Profit Guard Plus,sulf,3,1797,2,3,6,
1824,62,F106N RR2Y,Federal Hybrids,1,RR2Y,Maximum ArmourGuard,sulf,3,1824,2,3,6,
1830,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",sulf,3,1830,2,3,6,
1834,72,HS 25X70,FS HiSOY,2.5,RR2X,"Acceleron, Cue, IleVO",sulf,3,1834,2,3,6,
1841,79,GH2537X Brand,Golden Harvest,2.5,RR2X,"Clariva Complete, Mertect",sulf,3,1841,2,3,6,
1891,129,LS 28X840N,Legend Seeds,2.8,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1891,2,3,6,
1897,135,C1428R2,LG Seeds,1.4,RR2Y,"AgriSheild F/I, ILeVO",sulf,3,1897,2,3,6,
1900,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",sulf,3,1900,2,3,6,
1902,140,C2255R2,LG Seeds,2.2,RR2Y,"AgriSheild F/I, ILeVO",sulf,3,1902,2,3,6,
1911,149,8153R2Y,Munson,1.5,RR2Y,Intego Suite,sulf,3,1911,2,3,6,
1921,159,S18-G4X Brand ,NK ,1.8,RR2X,"Clariva Complete, Mertect",sulf,3,1921,2,3,6,
1929,167,6097R2 ,NuTech,0.9,RR2Y,SmartCote Supreme,sulf,3,1929,2,3,6,
1944,182,1627X,ProHarvest ,1.6,RR2X,None,sulf,3,1944,2,3,6,
1946,184,2152CR2Y,ProHarvest ,2.1,RR2Y,"CruiserMaxx, Vibrance",sulf,3,1946,2,3,6,
1954,193,RS169NX,Renk,1.6,RR2X,CruiserMaxx,sulf,3,1954,2,3,6,
1964,203,SB90,SB&B,1.1,CN,None,sulf,3,1964,2,3,6,
1967,206,SB86,SB&B,1.8,CN,None,sulf,3,1967,2,3,6,
1971,211,2008GT,Tracy,2,GT,"Intego Suite, N Force",sulf,3,1971,2,3,6,
1974,214,2808GT,Tracy,2.8,GT,"Intego Suite, N Force",sulf,3,1974,2,3,6,
41,47,DSR-2110/R2Y,Dairyland,2.1,RR2Y,"CruiserMaxx, Optimize",ctrl,1,41,1,1,6,no
58,64,F154N RR2Y,Federal Hybrids,1.5,RR2Y,Maximum ArmourGuard,ctrl,1,58,1,1,6,no
59,65,F1690N R2X,Federal Hybrids,1.6,RR2X,Maximum ArmourGuard,ctrl,1,59,1,1,6,no
63,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",ctrl,1,63,1,1,6,yes
81,87,1154R2X,Jung,1.5,RR2X,Acceleron F/I,ctrl,1,81,1,1,6,no
127,133,C1000RX,LG Seeds,1,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,127,1,1,6,yes
128,134,C1414RX,LG Seeds,1.4,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,128,1,1,6,yes
132,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",ctrl,1,132,1,1,6,yes
134,140,C2255R2,LG Seeds,2.2,RR2Y,"AgriSheild F/I, ILeVO",ctrl,1,134,1,1,6,yes
135,141,LGS2239RX,LG Seeds,2.2,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,135,1,1,6,yes
165,171,7239X,NuTech,2.3,RR2X,SmartCote Supreme,ctrl,1,165,1,1,6,yes
166,172,7253,NuTech,2.5,GT,SmartCote Supreme,ctrl,1,166,1,1,6,yes
167,173,O'SOY1901GT,O'Brien,1.9,GT,EclipseUS Trio IM,ctrl,1,167,1,1,6,no
170,176,20B7,Power Plus ,2,GT,"ILeVO, PowerShield",ctrl,1,170,1,1,6,yes
171,177,25G8,Power Plus ,2.5,GT,"ILeVO, PowerShield",ctrl,1,171,1,1,6,yes
201,209,19BA23,Stine,1.9,BGT,Stine XP F,ctrl,1,201,1,1,6,no
277,62,F106N RR2Y,Federal Hybrids,1,RR2Y,Maximum ArmourGuard,ctrl,2,277,1,1,6,no
298,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,ctrl,2,298,1,1,6,yes
321,106,LS 1172LLN,Legend Seeds,1.1,LL,"YP Pro, Preside, Quickroots",ctrl,2,321,1,1,6,no
323,108,LS 12X862N,Legend Seeds,1.2,RR2X,"YP Pro, Preside, Quickroots",ctrl,2,323,1,1,6,no
337,122,LS 24C756N,Legend Seeds,2.4,CN,"YP Pro, Preside, Quickroots",ctrl,2,337,1,1,6,no
365,150,9159RR2X,Munson,1.5,RR2X,Intego Suite,ctrl,2,365,1,1,6,no
382,167,6097R2 ,NuTech,0.9,RR2Y,SmartCote Supreme,ctrl,2,382,1,1,6,yes
385,170,7224,NuTech,2.2,GT,SmartCote Supreme,ctrl,2,385,1,1,6,yes
460,24,BG7110R2Y,BioGene,1.1,RR2Y,Arma,ctrl,3,460,1,1,6,no
482,46,DSR-1950/R2Y,Dairyland,1.9,RR2Y,"CruiserMaxx, Optimize",ctrl,3,482,1,1,6,no
484,48,DSR-2330/R2Y,Dairyland,2.3,RR2Y,"CruiserMaxx, Optimize",ctrl,3,484,1,1,6,no
502,66,HS 16X80,FS HiSOY,1.6,RR2X,"Acceleron, Cue, IleVO",ctrl,3,502,1,1,6,yes
505,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",ctrl,3,505,1,1,6,no
519,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,ctrl,3,519,1,1,6,no
539,103,LS 0380HP,Legend Seeds,0.3,CN,"YP Pro, Preside, Quickroots",ctrl,3,539,1,1,6,no
573,137,C1838RX,LG Seeds,1.8,RR2X,"AgriSheild F/I, ILeVO",ctrl,3,573,1,1,6,yes
604,168,7144,NuTech,1.4,GT,SmartCote Supreme,ctrl,3,604,1,1,6,no
605,169,7198,NuTech,1.9,GT,SmartCote Supreme,ctrl,3,605,1,1,6,no
613,177,25G8,Power Plus ,2.5,GT,"ILeVO, PowerShield",ctrl,3,613,1,1,6,no
626,191,RS149NX,Renk,1.4,RR2X,CruiserMaxx,ctrl,3,626,1,1,6,no
1405,85,1122R2X,Jung,1.2,RR2X,Acceleron F/I,sulf,1,1405,1,1,6,no
1496,176,20B7,Power Plus ,2,GT,"ILeVO, PowerShield",sulf,1,1496,1,1,6,yes
1504,184,2152CR2Y,ProHarvest ,2.1,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1504,1,1,6,no
1402,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",sulf,1,1402,1,1,6,yes
1471,151,8196R2Y,Munson,1.9,RR2Y,Intego Suite,sulf,1,1471,1,1,6,no
1473,153,8247R2Y,Munson,2.4,RR2Y,Intego Suite,sulf,1,1473,1,1,6,no
1472,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,sulf,1,1472,1,1,6,no
1335,14,AG08X8,Asgrow,0.8,RR2X,Acceleron F/I,sulf,1,1335,1,1,6,no
1336,15,AG11X8,Asgrow,1.1,RR2X,Acceleron F/I,sulf,1,1336,1,1,6,no
1342,21,AG24X9,Asgrow,2.4,RR2X,Acceleron F/I,sulf,1,1342,1,1,6,no
1345,25,BG7141R2Y,BioGene,1.4,RR2Y,Arma,sulf,1,1345,1,1,6,no
1465,145,C2888RX,LG Seeds,2.8,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1465,1,1,6,no
1351,31,CB24X64,Cornelius,2.4,RR2X,Profit Guard Plus,sulf,1,1351,1,1,6,yes
1354,34,CB27X81,Cornelius,2.7,RR2X,Profit Guard Plus,sulf,1,1354,1,1,6,no
1364,44,DSR-1721/R2Y,Dairyland,1.7,RR2Y,"CruiserMaxx, Optimize",sulf,1,1364,1,1,6,no
1385,65,F1690N R2X,Federal Hybrids,1.6,RR2X,Maximum ArmourGuard,sulf,1,1385,1,1,6,no
1329,5,G2105RX,AgriGold ,2.1,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1329,1,1,6,no
1331,8,G2405RX,AgriGold ,2.4,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1331,1,1,6,no
1395,75,GH1619X Brand,Golden Harvest,1.6,RR2X,"Clariva Complete, Mertect",sulf,1,1395,1,1,6,no
1387,67,HS 18X70,FS HiSOY,1.8,RR2X,"Acceleron, Cue, IleVO",sulf,1,1387,1,1,6,yes
1388,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",sulf,1,1388,1,1,6,yes
1392,72,HS 25X70,FS HiSOY,2.5,RR2X,"Acceleron, Cue, IleVO",sulf,1,1392,1,1,6,no
1394,74,HS 28X70,FS HiSOY,2.8,RR2X,"Acceleron, Cue, IleVO",sulf,1,1394,1,1,6,yes
1429,109,LS 1380HP,Legend Seeds,1.3,CN,CruiserMaxx,sulf,1,1429,1,1,6,no
1440,120,LS 21C964N,Legend Seeds,2.1,CN,"YP Pro, Preside, Quickroots",sulf,1,1440,1,1,6,no
1449,129,LS 28X840N,Legend Seeds,2.8,RR2X,"YP Pro, Preside, Quickroots",sulf,1,1449,1,1,6,no
1486,166,S29-K3X Brand,NK ,2.9,RR2X,"Clariva Complete, Mertect",sulf,1,1486,1,1,6,no
1524,205,SB165,SB&B,1.6,CN,None,sulf,1,1524,1,1,6,no
1546,228,SVX 18T10,PROSeeds,1.5,CN,CruiserMaxx,sulf,1,1546,1,1,6,no
1378,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,1,1378,1,1,6,no
1627,86,1142R2X,Jung,1.4,RR2X,Acceleron F/I,sulf,2,1627,1,1,6,no
1755,216,1218N,Viking,1.2,CN,None,sulf,2,1755,1,1,6,no
1718,177,25G8,Power Plus ,2.5,GT,"ILeVO, PowerShield",sulf,2,1718,1,1,6,yes
1754,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",sulf,2,1754,1,1,6,no
1695,154,9258RR2X,Munson,2.5,RR2X,Intego Suite,sulf,2,1695,1,1,6,no
1558,16,AG14X8,Asgrow,1.4,RR2X,Acceleron F/I,sulf,2,1558,1,1,6,no
1562,20,AG23X9,Asgrow,2.3,RR2X,Acceleron F/I,sulf,2,1562,1,1,6,no
1563,21,AG24X9,Asgrow,2.4,RR2X,Acceleron F/I,sulf,2,1563,1,1,6,no
1678,137,C1838RX,LG Seeds,1.8,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1678,1,1,6,no
1570,29,CB23X00,Cornelius,2.3,RR2X,Profit Guard Plus,sulf,2,1570,1,1,6,no
1573,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,sulf,2,1573,1,1,6,yes
1575,34,CB27X81,Cornelius,2.7,RR2X,Profit Guard Plus,sulf,2,1575,1,1,6,yes
1578,37,DSR-0711/R2Y,Dairyland,0.7,RR2Y,"CruiserMaxx, Optimize",sulf,2,1578,1,1,6,no
1591,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",sulf,2,1591,1,1,6,no
1619,78,GH2230X Brand,Golden Harvest,2.2,RR2X,"Clariva Complete, Mertect",sulf,2,1619,1,1,6,no
1609,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",sulf,2,1609,1,1,6,yes
1672,131,LGS0774RX,LG Seeds,0.7,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1672,1,1,6,no
1670,129,LS 28X840N,Legend Seeds,2.8,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1670,1,1,6,no
1643,102,LS-2339N RR2X,Legacy Seeds,2.3,RR2X,"L-Coat Total, Excalibre",sulf,2,1643,1,1,6,no
1741,201,RS288NX,Renk,2.8,RR2X,CruiserMaxx,sulf,2,1741,1,1,6,no
1700,159,S18-G4X Brand ,NK ,1.8,RR2X,"Clariva Complete, Mertect",sulf,2,1700,1,1,6,no
1703,162,S20-T6 Brand,NK ,2,RR2Y,"Clariva Complete, Mertect",sulf,2,1703,1,1,6,no
1599,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,2,1599,1,1,6,no
1593,52,SX18814XT,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",sulf,2,1593,1,1,6,no
1846,84,1091R2X,Jung,0.9,RR2X,Acceleron F/I,sulf,3,1846,1,1,6,no
1854,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,sulf,3,1854,1,1,6,no
1844,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",sulf,3,1844,1,1,6,no
1974,214,2808GT,Tracy,2.8,GT,"Intego Suite, N Force",sulf,3,1974,1,1,6,no
1975,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",sulf,3,1975,1,1,6,no
1783,20,AG23X9,Asgrow,2.3,RR2X,Acceleron F/I,sulf,3,1783,1,1,6,no
1899,137,C1838RX,LG Seeds,1.8,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1899,1,1,6,no
1900,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",sulf,3,1900,1,1,6,yes
1792,30,CB24R82,Cornelius,2.4,RR2Y,Profit Guard Plus,sulf,3,1792,1,1,6,no
1794,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,sulf,3,1794,1,1,6,yes
1796,34,CB27X81,Cornelius,2.7,RR2X,Profit Guard Plus,sulf,3,1796,1,1,6,no
1798,36,CB29X90,Cornelius,2.9,RR2X,Profit Guard Plus,sulf,3,1798,1,1,6,yes
1948,187,Dane,Public,1.5,CN,None,sulf,3,1948,1,1,6,no
1810,48,DSR-2330/R2Y,Dairyland,2.3,RR2Y,"CruiserMaxx, Optimize",sulf,3,1810,1,1,6,no
1825,63,F1490N R2X,Federal Hybrids,1.4,RR2X,Maximum ArmourGuard,sulf,3,1825,1,1,6,no
1770,3,G1850RX,AgriGold ,1.8,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1770,1,1,6,yes
1773,8,G2405RX,AgriGold ,2.4,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1773,1,1,6,no
1841,79,GH2537X Brand,Golden Harvest,2.5,RR2X,"Clariva Complete, Mertect",sulf,3,1841,1,1,6,no
1835,73,HS 27X80,FS HiSOY,2.7,RR2X,"Acceleron, Cue, IleVO",sulf,3,1835,1,1,6,no
1880,118,LS 20X963N,Legend Seeds,2,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1880,1,1,6,no
1885,123,LS 24X842N,Legend Seeds,2.4,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1885,1,1,6,no
1947,186,MN1410,Public,1.4,CN,Arma,sulf,3,1947,1,1,6,no
1952,191,RS149NX,Renk,1.4,RR2X,CruiserMaxx,sulf,3,1952,1,1,6,no
1921,159,S18-G4X Brand ,NK ,1.8,RR2X,"Clariva Complete, Mertect",sulf,3,1921,1,1,6,no
1817,55,S18XT38,Dyna-Gro,1.8,RR2X,"Equity VIP, Clariva",sulf,3,1817,1,1,6,no
1966,205,SB165,SB&B,1.6,CN,None,sulf,3,1966,1,1,6,no
1489,169,7198,NuTech,1.9,GT,SmartCote Supreme,sulf,1,1489,2,1,6,
1490,170,7224,NuTech,2.2,GT,SmartCote Supreme,sulf,1,1490,2,1,6,
1403,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,sulf,1,1403,2,1,6,
1496,176,20B7,Power Plus ,2,GT,"ILeVO, PowerShield",sulf,1,1496,2,1,6,
1538,220,2155N,Viking,2.1,CN,CruiserMaxx,sulf,1,1538,2,1,6,
1402,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",sulf,1,1402,2,1,6,
1487,167,6097R2 ,NuTech,0.9,RR2Y,SmartCote Supreme,sulf,1,1487,2,1,6,
1491,171,7239X,NuTech,2.3,RR2X,SmartCote Supreme,sulf,1,1491,2,1,6,
1469,149,8153R2Y,Munson,1.5,RR2Y,Intego Suite,sulf,1,1469,2,1,6,
1473,153,8247R2Y,Munson,2.4,RR2Y,Intego Suite,sulf,1,1473,2,1,6,
1333,12,AG04X9,Asgrow,0.4,RR2X,Acceleron F/I,sulf,1,1333,2,1,6,
1342,21,AG24X9,Asgrow,2.4,RR2X,Acceleron F/I,sulf,1,1342,2,1,6,
1346,26,BG7151R2Y,BioGene,1.5,RR2Y,Arma,sulf,1,1346,2,1,6,
1347,27,BG8210RR2X,BioGene,2.1,RR2X,Arma,sulf,1,1347,2,1,6,
1452,132,C0850R2,LG Seeds,0.8,RR2Y,"AgriSheild F/I, ILeVO",sulf,1,1452,2,1,6,
1458,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",sulf,1,1458,2,1,6,
1460,140,C2255R2,LG Seeds,2.2,RR2Y,"AgriSheild F/I, ILeVO",sulf,1,1460,2,1,6,
1350,30,CB24R82,Cornelius,2.4,RR2Y,Profit Guard Plus,sulf,1,1350,2,1,6,
1351,31,CB24X64,Cornelius,2.4,RR2X,Profit Guard Plus,sulf,1,1351,2,1,6,
1368,48,DSR-2330/R2Y,Dairyland,2.3,RR2Y,"CruiserMaxx, Optimize",sulf,1,1368,2,1,6,
1385,65,F1690N R2X,Federal Hybrids,1.6,RR2X,Maximum ArmourGuard,sulf,1,1385,2,1,6,
1395,75,GH1619X Brand,Golden Harvest,1.6,RR2X,"Clariva Complete, Mertect",sulf,1,1395,2,1,6,
1387,67,HS 18X70,FS HiSOY,1.8,RR2X,"Acceleron, Cue, IleVO",sulf,1,1387,2,1,6,
1388,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",sulf,1,1388,2,1,6,
1389,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",sulf,1,1389,2,1,6,
1393,73,HS 27X80,FS HiSOY,2.7,RR2X,"Acceleron, Cue, IleVO",sulf,1,1393,2,1,6,
1456,136,LGS1635RX,LG Seeds,1.6,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1456,2,1,6,
1459,139,LGS2007RX,LG Seeds,2,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1459,2,1,6,
1462,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1462,2,1,6,
1464,144,LGS2759RX,LG Seeds,2.7,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1464,2,1,6,
1428,108,LS 12X862N,Legend Seeds,1.2,RR2X,"YP Pro, Preside, Quickroots",sulf,1,1428,2,1,6,
1438,118,LS 20X963N,Legend Seeds,2,RR2X,"YP Pro, Preside, Quickroots",sulf,1,1438,2,1,6,
1448,128,LS 28C726N,Legend Seeds,2.8,CN,"YP Pro, Preside, Quickroots",sulf,1,1448,2,1,6,
1417,97,LS-1138N RR2X,Legacy Seeds,1.1,RR2X,"L-Coat Total, Excalibre",sulf,1,1417,2,1,6,
1420,100,LS-1838N RR2X,Legacy Seeds,1.8,RR2X,"L-Coat Total, Excalibre",sulf,1,1420,2,1,6,
1495,175,O'SOY2500GT,O'Brien,2.5,GT,EclipseUS Trio IM,sulf,1,1495,2,1,6,
1509,190,RS096NR2,Renk,0.9,RR2Y,CruiserMaxx,sulf,1,1509,2,1,6,
1477,157,S10-H7X Brand ,NK ,1,RR2X,"Clariva Complete, Mertect",sulf,1,1477,2,1,6,
1480,160,S18-H3X Brand,NK ,1.8,RR2X,"Clariva Complete, Mertect",sulf,1,1480,2,1,6,
1483,163,S21-W8X Brand,NK ,2.1,RR2X,"Clariva Complete, Mertect",sulf,1,1483,2,1,6,
1484,164,S25-B6X Brand ,NK ,2.5,RR2X,"Clariva Complete, Mertect",sulf,1,1484,2,1,6,
1486,166,S29-K3X Brand,NK ,2.9,RR2X,"Clariva Complete, Mertect",sulf,1,1486,2,1,6,
1524,205,SB165,SB&B,1.6,CN,None,sulf,1,1524,2,1,6,
1543,225,SVX 18T07,PROSeeds,1,CN,CruiserMaxx,sulf,1,1543,2,1,6,
1378,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,1,1378,2,1,6,
1372,52,SX18814XT,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",sulf,1,1372,2,1,6,
1710,169,7198,NuTech,1.9,GT,SmartCote Supreme,sulf,2,1710,2,1,6,
1711,170,7224,NuTech,2.2,GT,SmartCote Supreme,sulf,2,1711,2,1,6,
